"","origin","destination","amount","year"
"4133","South Canterbury","South Canterbury",1382,"2011"
"4134","Otago","South Canterbury",0,"2011"
"4135","Southland","South Canterbury",68,"2011"
"4136","Unknown","South Canterbury",3,"2011"
"4137","Northland","Southern",9,"2011"
"4138","Waitemata","Southern",28,"2011"
"4139","Auckland","Southern",32,"2011"
"4140","Counties Manukau","Southern",17,"2011"
"4141","Waikato","Southern",22,"2011"
"4142","Lakes","Southern",15,"2011"
"4143","Bay of Plenty","Southern",20,"2011"
"4144","Tairawhiti","Southern",6,"2011"
"4145","Taranaki","Southern",8,"2011"
"4146","Hawkes Bay","Southern",15,"2011"
"4147","Mid Central","Southern",14,"2011"
"4148","Whanganui","Southern",6,"2011"
"4149","Capital and Coast","Southern",31,"2011"
"4150","Hutt","Southern",8,"2011"
"4151","Wairarapa","Southern",6,"2011"
"4152","Nelson Marlborough","Southern",40,"2011"
"4153","West Coast","Southern",16,"2011"
"4154","Canterbury","Southern",236,"2011"
"4155","South Canterbury","Southern",49,"2011"
"4156","Otago","Southern",0,"2011"
"4157","Southland","Southern",9005,"2011"
"4158","Unknown","Southern",67,"2011"
"4159","Northland","Northland",5321,"2012"
"4160","Waitemata","Northland",184,"2012"
"4161","Auckland","Northland",126,"2012"
"4162","Counties Manukau","Northland",163,"2012"
"4163","Waikato","Northland",87,"2012"
"4164","Lakes","Northland",18,"2012"
"4165","Bay of Plenty","Northland",22,"2012"
"4166","Tairawhiti","Northland",2,"2012"
"4167","Taranaki","Northland",7,"2012"
"4168","Hawkes Bay","Northland",10,"2012"
"4169","Mid Central","Northland",11,"2012"
"4170","Whanganui","Northland",8,"2012"
"4171","Capital and Coast","Northland",19,"2012"
"4172","Hutt","Northland",3,"2012"
"4173","Wairarapa","Northland",2,"2012"
"4174","Nelson Marlborough","Northland",4,"2012"
"4175","West Coast","Northland",0,"2012"
"4176","Canterbury","Northland",21,"2012"
"4177","South Canterbury","Northland",2,"2012"
"4178","Otago","Northland",0,"2012"
"4179","Southland","Northland",15,"2012"
"4180","Unknown","Northland",9,"2012"
"4181","Northland","Waitemata",532,"2012"
"4182","Waitemata","Waitemata",15527,"2012"
"4183","Auckland","Waitemata",5905,"2012"
"4184","Counties Manukau","Waitemata",5152,"2012"
"4185","Waikato","Waitemata",387,"2012"
"4186","Lakes","Waitemata",122,"2012"
"4187","Bay of Plenty","Waitemata",164,"2012"
"4188","Tairawhiti","Waitemata",41,"2012"
"4189","Taranaki","Waitemata",41,"2012"
"4190","Hawkes Bay","Waitemata",71,"2012"
"4191","Mid Central","Waitemata",69,"2012"
"4192","Whanganui","Waitemata",28,"2012"
"4193","Capital and Coast","Waitemata",90,"2012"
"4194","Hutt","Waitemata",65,"2012"
"4195","Wairarapa","Waitemata",8,"2012"
"4196","Nelson Marlborough","Waitemata",25,"2012"
"4197","West Coast","Waitemata",4,"2012"
"4198","Canterbury","Waitemata",107,"2012"
"4199","South Canterbury","Waitemata",6,"2012"
"4200","Otago","Waitemata",0,"2012"
"4201","Southland","Waitemata",68,"2012"
"4202","Unknown","Waitemata",48,"2012"
"4203","Northland","Auckland",153,"2012"
"4204","Waitemata","Auckland",1116,"2012"
"4205","Auckland","Auckland",9189,"2012"
"4206","Counties Manukau","Auckland",811,"2012"
"4207","Waikato","Auckland",181,"2012"
"4208","Lakes","Auckland",45,"2012"
"4209","Bay of Plenty","Auckland",94,"2012"
"4210","Tairawhiti","Auckland",14,"2012"
"4211","Taranaki","Auckland",27,"2012"
"4212","Hawkes Bay","Auckland",39,"2012"
"4213","Mid Central","Auckland",54,"2012"
"4214","Whanganui","Auckland",18,"2012"
"4215","Capital and Coast","Auckland",55,"2012"
"4216","Hutt","Auckland",21,"2012"
"4217","Wairarapa","Auckland",1,"2012"
"4218","Nelson Marlborough","Auckland",22,"2012"
"4219","West Coast","Auckland",0,"2012"
"4220","Canterbury","Auckland",68,"2012"
"4221","South Canterbury","Auckland",6,"2012"
"4222","Otago","Auckland",0,"2012"
"4223","Southland","Auckland",32,"2012"
"4224","Unknown","Auckland",26,"2012"
"4225","Northland","Counties Manukau",128,"2012"
"4226","Waitemata","Counties Manukau",387,"2012"
"4227","Auckland","Counties Manukau",1087,"2012"
"4228","Counties Manukau","Counties Manukau",11090,"2012"
"4229","Waikato","Counties Manukau",191,"2012"
"4230","Lakes","Counties Manukau",54,"2012"
"4231","Bay of Plenty","Counties Manukau",52,"2012"
"4232","Tairawhiti","Counties Manukau",17,"2012"
"4233","Taranaki","Counties Manukau",21,"2012"
"4234","Hawkes Bay","Counties Manukau",24,"2012"
"4235","Mid Central","Counties Manukau",25,"2012"
"4236","Whanganui","Counties Manukau",8,"2012"
"4237","Capital and Coast","Counties Manukau",33,"2012"
"4238","Hutt","Counties Manukau",30,"2012"
"4239","Wairarapa","Counties Manukau",4,"2012"
"4240","Nelson Marlborough","Counties Manukau",7,"2012"
"4241","West Coast","Counties Manukau",1,"2012"
"4242","Canterbury","Counties Manukau",34,"2012"
"4243","South Canterbury","Counties Manukau",1,"2012"
"4244","Otago","Counties Manukau",0,"2012"
"4245","Southland","Counties Manukau",20,"2012"
"4246","Unknown","Counties Manukau",36,"2012"
"4247","Northland","Waikato",47,"2012"
"4248","Waitemata","Waikato",100,"2012"
"4249","Auckland","Waikato",136,"2012"
"4250","Counties Manukau","Waikato",140,"2012"
"4251","Waikato","Waikato",9236,"2012"
"4252","Lakes","Waikato",173,"2012"
"4253","Bay of Plenty","Waikato",283,"2012"
"4254","Tairawhiti","Waikato",25,"2012"
"4255","Taranaki","Waikato",86,"2012"
"4256","Hawkes Bay","Waikato",30,"2012"
"4257","Mid Central","Waikato",26,"2012"
"4258","Whanganui","Waikato",23,"2012"
"4259","Capital and Coast","Waikato",50,"2012"
"4260","Hutt","Waikato",23,"2012"
"4261","Wairarapa","Waikato",2,"2012"
"4262","Nelson Marlborough","Waikato",16,"2012"
"4263","West Coast","Waikato",6,"2012"
"4264","Canterbury","Waikato",27,"2012"
"4265","South Canterbury","Waikato",6,"2012"
"4266","Otago","Waikato",0,"2012"
"4267","Southland","Waikato",71,"2012"
"4268","Unknown","Waikato",109,"2012"
"4269","Northland","Lakes",15,"2012"
"4270","Waitemata","Lakes",24,"2012"
"4271","Auckland","Lakes",35,"2012"
"4272","Counties Manukau","Lakes",40,"2012"
"4273","Waikato","Lakes",140,"2012"
"4274","Lakes","Lakes",2857,"2012"
"4275","Bay of Plenty","Lakes",146,"2012"
"4276","Tairawhiti","Lakes",15,"2012"
"4277","Taranaki","Lakes",6,"2012"
"4278","Hawkes Bay","Lakes",23,"2012"
"4279","Mid Central","Lakes",12,"2012"
"4280","Whanganui","Lakes",11,"2012"
"4281","Capital and Coast","Lakes",20,"2012"
"4282","Hutt","Lakes",16,"2012"
"4283","Wairarapa","Lakes",2,"2012"
"4284","Nelson Marlborough","Lakes",4,"2012"
"4285","West Coast","Lakes",2,"2012"
"4286","Canterbury","Lakes",13,"2012"
"4287","South Canterbury","Lakes",0,"2012"
"4288","Otago","Lakes",0,"2012"
"4289","Southland","Lakes",11,"2012"
"4290","Unknown","Lakes",13,"2012"
"4291","Northland","Bay of Plenty",15,"2012"
"4292","Waitemata","Bay of Plenty",56,"2012"
"4293","Auckland","Bay of Plenty",60,"2012"
"4294","Counties Manukau","Bay of Plenty",43,"2012"
"4295","Waikato","Bay of Plenty",163,"2012"
"4296","Lakes","Bay of Plenty",68,"2012"
"4297","Bay of Plenty","Bay of Plenty",7443,"2012"
"4298","Tairawhiti","Bay of Plenty",17,"2012"
"4299","Taranaki","Bay of Plenty",10,"2012"
"4300","Hawkes Bay","Bay of Plenty",18,"2012"
"4301","Mid Central","Bay of Plenty",19,"2012"
"4302","Whanganui","Bay of Plenty",11,"2012"
"4303","Capital and Coast","Bay of Plenty",24,"2012"
"4304","Hutt","Bay of Plenty",11,"2012"
"4305","Wairarapa","Bay of Plenty",5,"2012"
"4306","Nelson Marlborough","Bay of Plenty",10,"2012"
"4307","West Coast","Bay of Plenty",3,"2012"
"4308","Canterbury","Bay of Plenty",31,"2012"
"4309","South Canterbury","Bay of Plenty",0,"2012"
"4310","Otago","Bay of Plenty",0,"2012"
"4311","Southland","Bay of Plenty",19,"2012"
"4312","Unknown","Bay of Plenty",7,"2012"
"4313","Northland","Tairawhiti",4,"2012"
"4314","Waitemata","Tairawhiti",10,"2012"
"4315","Auckland","Tairawhiti",5,"2012"
"4316","Counties Manukau","Tairawhiti",14,"2012"
"4317","Waikato","Tairawhiti",17,"2012"
"4318","Lakes","Tairawhiti",12,"2012"
"4319","Bay of Plenty","Tairawhiti",18,"2012"
"4320","Tairawhiti","Tairawhiti",1963,"2012"
"4321","Taranaki","Tairawhiti",4,"2012"
"4322","Hawkes Bay","Tairawhiti",23,"2012"
"4323","Mid Central","Tairawhiti",5,"2012"
"4324","Whanganui","Tairawhiti",1,"2012"
"4325","Capital and Coast","Tairawhiti",47,"2012"
"4326","Hutt","Tairawhiti",23,"2012"
"4327","Wairarapa","Tairawhiti",2,"2012"
"4328","Nelson Marlborough","Tairawhiti",2,"2012"
"4329","West Coast","Tairawhiti",0,"2012"
"4330","Canterbury","Tairawhiti",5,"2012"
"4331","South Canterbury","Tairawhiti",0,"2012"
"4332","Otago","Tairawhiti",0,"2012"
"4333","Southland","Tairawhiti",10,"2012"
"4334","Unknown","Tairawhiti",20,"2012"
"4335","Northland","Taranaki",8,"2012"
"4336","Waitemata","Taranaki",13,"2012"
"4337","Auckland","Taranaki",15,"2012"
"4338","Counties Manukau","Taranaki",13,"2012"
"4339","Waikato","Taranaki",39,"2012"
"4340","Lakes","Taranaki",4,"2012"
"4341","Bay of Plenty","Taranaki",11,"2012"
"4342","Tairawhiti","Taranaki",0,"2012"
"4343","Taranaki","Taranaki",3891,"2012"
"4344","Hawkes Bay","Taranaki",8,"2012"
"4345","Mid Central","Taranaki",15,"2012"
"4346","Whanganui","Taranaki",14,"2012"
"4347","Capital and Coast","Taranaki",30,"2012"
"4348","Hutt","Taranaki",9,"2012"
"4349","Wairarapa","Taranaki",5,"2012"
"4350","Nelson Marlborough","Taranaki",4,"2012"
"4351","West Coast","Taranaki",1,"2012"
"4352","Canterbury","Taranaki",14,"2012"
"4353","South Canterbury","Taranaki",2,"2012"
"4354","Otago","Taranaki",0,"2012"
"4355","Southland","Taranaki",12,"2012"
"4356","Unknown","Taranaki",1,"2012"
"4357","Northland","Hawkes Bay",5,"2012"
"4358","Waitemata","Hawkes Bay",25,"2012"
"4359","Auckland","Hawkes Bay",26,"2012"
"4360","Counties Manukau","Hawkes Bay",24,"2012"
"4361","Waikato","Hawkes Bay",37,"2012"
"4362","Lakes","Hawkes Bay",30,"2012"
"4363","Bay of Plenty","Hawkes Bay",30,"2012"
"4364","Tairawhiti","Hawkes Bay",23,"2012"
"4365","Taranaki","Hawkes Bay",12,"2012"
"4366","Hawkes Bay","Hawkes Bay",4520,"2012"
"4367","Mid Central","Hawkes Bay",79,"2012"
"4368","Whanganui","Hawkes Bay",20,"2012"
"4369","Capital and Coast","Hawkes Bay",69,"2012"
"4370","Hutt","Hawkes Bay",26,"2012"
"4371","Wairarapa","Hawkes Bay",12,"2012"
"4372","Nelson Marlborough","Hawkes Bay",10,"2012"
"4373","West Coast","Hawkes Bay",4,"2012"
"4374","Canterbury","Hawkes Bay",21,"2012"
"4375","South Canterbury","Hawkes Bay",0,"2012"
"4376","Otago","Hawkes Bay",0,"2012"
"4377","Southland","Hawkes Bay",16,"2012"
"4378","Unknown","Hawkes Bay",4,"2012"
"4379","Northland","Mid Central",16,"2012"
"4380","Waitemata","Mid Central",14,"2012"
"4381","Auckland","Mid Central",18,"2012"
"4382","Counties Manukau","Mid Central",15,"2012"
"4383","Waikato","Mid Central",30,"2012"
"4384","Lakes","Mid Central",13,"2012"
"4385","Bay of Plenty","Mid Central",10,"2012"
"4386","Tairawhiti","Mid Central",8,"2012"
"4387","Taranaki","Mid Central",27,"2012"
"4388","Hawkes Bay","Mid Central",38,"2012"
"4389","Mid Central","Mid Central",3918,"2012"
"4390","Whanganui","Mid Central",73,"2012"
"4391","Capital and Coast","Mid Central",107,"2012"
"4392","Hutt","Mid Central",30,"2012"
"4393","Wairarapa","Mid Central",46,"2012"
"4394","Nelson Marlborough","Mid Central",5,"2012"
"4395","West Coast","Mid Central",1,"2012"
"4396","Canterbury","Mid Central",22,"2012"
"4397","South Canterbury","Mid Central",1,"2012"
"4398","Otago","Mid Central",0,"2012"
"4399","Southland","Mid Central",14,"2012"
"4400","Unknown","Mid Central",1,"2012"
"4401","Northland","Whanganui",7,"2012"
"4402","Waitemata","Whanganui",7,"2012"
"4403","Auckland","Whanganui",6,"2012"
"4404","Counties Manukau","Whanganui",2,"2012"
"4405","Waikato","Whanganui",10,"2012"
"4406","Lakes","Whanganui",9,"2012"
"4407","Bay of Plenty","Whanganui",9,"2012"
"4408","Tairawhiti","Whanganui",3,"2012"
"4409","Taranaki","Whanganui",24,"2012"
"4410","Hawkes Bay","Whanganui",10,"2012"
"4411","Mid Central","Whanganui",40,"2012"
"4412","Whanganui","Whanganui",2054,"2012"
"4413","Capital and Coast","Whanganui",24,"2012"
"4414","Hutt","Whanganui",13,"2012"
"4415","Wairarapa","Whanganui",2,"2012"
"4416","Nelson Marlborough","Whanganui",6,"2012"
"4417","West Coast","Whanganui",1,"2012"
"4418","Canterbury","Whanganui",5,"2012"
"4419","South Canterbury","Whanganui",1,"2012"
"4420","Otago","Whanganui",0,"2012"
"4421","Southland","Whanganui",5,"2012"
"4422","Unknown","Whanganui",0,"2012"
"4423","Northland","Capital and Coast",30,"2012"
"4424","Waitemata","Capital and Coast",60,"2012"
"4425","Auckland","Capital and Coast",87,"2012"
"4426","Counties Manukau","Capital and Coast",48,"2012"
"4427","Waikato","Capital and Coast",77,"2012"
"4428","Lakes","Capital and Coast",28,"2012"
"4429","Bay of Plenty","Capital and Coast",39,"2012"
"4430","Tairawhiti","Capital and Coast",82,"2012"
"4431","Taranaki","Capital and Coast",63,"2012"
"4432","Hawkes Bay","Capital and Coast",336,"2012"
"4433","Mid Central","Capital and Coast",344,"2012"
"4434","Whanganui","Capital and Coast",213,"2012"
"4435","Capital and Coast","Capital and Coast",6870,"2012"
"4436","Hutt","Capital and Coast",826,"2012"
"4437","Wairarapa","Capital and Coast",125,"2012"
"4438","Nelson Marlborough","Capital and Coast",57,"2012"
"4439","West Coast","Capital and Coast",4,"2012"
"4440","Canterbury","Capital and Coast",92,"2012"
"4441","South Canterbury","Capital and Coast",8,"2012"
"4442","Otago","Capital and Coast",0,"2012"
"4443","Southland","Capital and Coast",47,"2012"
"4444","Unknown","Capital and Coast",17,"2012"
"4445","Northland","Hutt Valley",3,"2012"
"4446","Waitemata","Hutt Valley",12,"2012"
"4447","Auckland","Hutt Valley",8,"2012"
"4448","Counties Manukau","Hutt Valley",8,"2012"
"4449","Waikato","Hutt Valley",16,"2012"
"4450","Lakes","Hutt Valley",5,"2012"
"4451","Bay of Plenty","Hutt Valley",7,"2012"
"4452","Tairawhiti","Hutt Valley",6,"2012"
"4453","Taranaki","Hutt Valley",12,"2012"
"4454","Hawkes Bay","Hutt Valley",27,"2012"
"4455","Mid Central","Hutt Valley",43,"2012"
"4456","Whanganui","Hutt Valley",16,"2012"
"4457","Capital and Coast","Hutt Valley",383,"2012"
"4458","Hutt","Hutt Valley",3962,"2012"
"4459","Wairarapa","Hutt Valley",40,"2012"
"4460","Nelson Marlborough","Hutt Valley",13,"2012"
"4461","West Coast","Hutt Valley",2,"2012"
"4462","Canterbury","Hutt Valley",11,"2012"
"4463","South Canterbury","Hutt Valley",1,"2012"
"4464","Otago","Hutt Valley",0,"2012"
"4465","Southland","Hutt Valley",9,"2012"
"4466","Unknown","Hutt Valley",2,"2012"
"4467","Northland","Wairarapa",0,"2012"
"4468","Waitemata","Wairarapa",1,"2012"
"4469","Auckland","Wairarapa",1,"2012"
"4470","Counties Manukau","Wairarapa",1,"2012"
"4471","Waikato","Wairarapa",2,"2012"
"4472","Lakes","Wairarapa",1,"2012"
"4473","Bay of Plenty","Wairarapa",3,"2012"
"4474","Tairawhiti","Wairarapa",2,"2012"
"4475","Taranaki","Wairarapa",3,"2012"
"4476","Hawkes Bay","Wairarapa",4,"2012"
"4477","Mid Central","Wairarapa",23,"2012"
"4478","Whanganui","Wairarapa",3,"2012"
"4479","Capital and Coast","Wairarapa",25,"2012"
"4480","Hutt","Wairarapa",11,"2012"
"4481","Wairarapa","Wairarapa",896,"2012"
"4482","Nelson Marlborough","Wairarapa",1,"2012"
"4483","West Coast","Wairarapa",0,"2012"
"4484","Canterbury","Wairarapa",2,"2012"
"4485","South Canterbury","Wairarapa",0,"2012"
"4486","Otago","Wairarapa",0,"2012"
"4487","Southland","Wairarapa",1,"2012"
"4488","Unknown","Wairarapa",1,"2012"
"4489","Northland","Nelson Marlborough",7,"2012"
"4490","Waitemata","Nelson Marlborough",22,"2012"
"4491","Auckland","Nelson Marlborough",20,"2012"
"4492","Counties Manukau","Nelson Marlborough",12,"2012"
"4493","Waikato","Nelson Marlborough",26,"2012"
"4494","Lakes","Nelson Marlborough",11,"2012"
"4495","Bay of Plenty","Nelson Marlborough",9,"2012"
"4496","Tairawhiti","Nelson Marlborough",2,"2012"
"4497","Taranaki","Nelson Marlborough",11,"2012"
"4498","Hawkes Bay","Nelson Marlborough",13,"2012"
"4499","Mid Central","Nelson Marlborough",24,"2012"
"4500","Whanganui","Nelson Marlborough",12,"2012"
"4501","Capital and Coast","Nelson Marlborough",45,"2012"
"4502","Hutt","Nelson Marlborough",16,"2012"
"4503","Wairarapa","Nelson Marlborough",3,"2012"
"4504","Nelson Marlborough","Nelson Marlborough",5259,"2012"
"4505","West Coast","Nelson Marlborough",37,"2012"
"4506","Canterbury","Nelson Marlborough",209,"2012"
"4507","South Canterbury","Nelson Marlborough",12,"2012"
"4508","Otago","Nelson Marlborough",0,"2012"
"4509","Southland","Nelson Marlborough",61,"2012"
"4510","Unknown","Nelson Marlborough",17,"2012"
"4511","Northland","West Coast",1,"2012"
"4512","Waitemata","West Coast",2,"2012"
"4513","Auckland","West Coast",2,"2012"
"4514","Counties Manukau","West Coast",5,"2012"
"4515","Waikato","West Coast",8,"2012"
"4516","Lakes","West Coast",2,"2012"
"4517","Bay of Plenty","West Coast",4,"2012"
"4518","Tairawhiti","West Coast",0,"2012"
"4519","Taranaki","West Coast",4,"2012"
"4520","Hawkes Bay","West Coast",3,"2012"
"4521","Mid Central","West Coast",5,"2012"
"4522","Whanganui","West Coast",1,"2012"
"4523","Capital and Coast","West Coast",5,"2012"
"4524","Hutt","West Coast",4,"2012"
"4525","Wairarapa","West Coast",0,"2012"
"4526","Nelson Marlborough","West Coast",32,"2012"
"4527","West Coast","West Coast",1374,"2012"
"4528","Canterbury","West Coast",75,"2012"
"4529","South Canterbury","West Coast",3,"2012"
"4530","Otago","West Coast",0,"2012"
"4531","Southland","West Coast",11,"2012"
"4532","Unknown","West Coast",5,"2012"
"4533","Northland","Canterbury",42,"2012"
"4534","Waitemata","Canterbury",50,"2012"
"4535","Auckland","Canterbury",50,"2012"
"4536","Counties Manukau","Canterbury",33,"2012"
"4537","Waikato","Canterbury",39,"2012"
"4538","Lakes","Canterbury",14,"2012"
"4539","Bay of Plenty","Canterbury",34,"2012"
"4540","Tairawhiti","Canterbury",3,"2012"
"4541","Taranaki","Canterbury",16,"2012"
"4542","Hawkes Bay","Canterbury",19,"2012"
"4543","Mid Central","Canterbury",29,"2012"
"4544","Whanganui","Canterbury",9,"2012"
"4545","Capital and Coast","Canterbury",53,"2012"
"4546","Hutt","Canterbury",25,"2012"
"4547","Wairarapa","Canterbury",8,"2012"
"4548","Nelson Marlborough","Canterbury",183,"2012"
"4549","West Coast","Canterbury",104,"2012"
"4550","Canterbury","Canterbury",11568,"2012"
"4551","South Canterbury","Canterbury",117,"2012"
"4552","Otago","Canterbury",0,"2012"
"4553","Southland","Canterbury",272,"2012"
"4554","Unknown","Canterbury",67,"2012"
"4555","Northland","South Canterbury",6,"2012"
"4556","Waitemata","South Canterbury",7,"2012"
"4557","Auckland","South Canterbury",5,"2012"
"4558","Counties Manukau","South Canterbury",3,"2012"
"4559","Waikato","South Canterbury",6,"2012"
"4560","Lakes","South Canterbury",2,"2012"
"4561","Bay of Plenty","South Canterbury",6,"2012"
"4562","Tairawhiti","South Canterbury",0,"2012"
"4563","Taranaki","South Canterbury",2,"2012"
"4564","Hawkes Bay","South Canterbury",4,"2012"
"4565","Mid Central","South Canterbury",5,"2012"
"4566","Whanganui","South Canterbury",3,"2012"
"4567","Capital and Coast","South Canterbury",7,"2012"
"4568","Hutt","South Canterbury",3,"2012"
"4569","Wairarapa","South Canterbury",2,"2012"
"4570","Nelson Marlborough","South Canterbury",23,"2012"
"4571","West Coast","South Canterbury",7,"2012"
"4572","Canterbury","South Canterbury",220,"2012"
"4573","South Canterbury","South Canterbury",1478,"2012"
"4574","Otago","South Canterbury",0,"2012"
"4575","Southland","South Canterbury",81,"2012"
"4576","Unknown","South Canterbury",6,"2012"
"4577","Northland","Southern",14,"2012"
"4578","Waitemata","Southern",31,"2012"
"4579","Auckland","Southern",29,"2012"
"4580","Counties Manukau","Southern",18,"2012"
"4581","Waikato","Southern",20,"2012"
"4582","Lakes","Southern",11,"2012"
"4583","Bay of Plenty","Southern",16,"2012"
"4584","Tairawhiti","Southern",1,"2012"
